Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S35732236,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,16,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37766357,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,12,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,26,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S33996577,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,6,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,01-29-2017,09:42 AM,eBird - Traveling Count,19,1,.1,,2
S34155628,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,1,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-05-2017,08:06 AM,eBird - Traveling Count,30,1,.5,,1
S36245242,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,12,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,04-25-2017,10:27 AM,eBird - Traveling Count,37,1,1.5,,1
S37819653,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,2,AU-NSW,,Coogee Beach,-33.9209633,151.2575769,06-27-2017,08:56 AM,eBird - Stationary Count,14,1,,,1
S33815628,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,3,AU-NSW,,Darlinghurst,-33.88032,151.21907,01-21-2017,04:07 PM,eBird - Traveling Count,25,1,1.5,,1
S34063108,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,2,AU-NSW,,Darlinghurst,-33.88032,151.21907,01-31-2017,05:36 PM,eBird - Traveling Count,6,1,.5,,1
S38199496,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,4,AU-NSW,,Harmony Park,-33.8799673,151.2120988,07-18-2017,04:32 PM,eBird - Stationary Count,35,1,,,2
S34061820,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,28,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,01-31-2017,02:21 PM,eBird - Traveling Count,27,1,1.5,,1
S34103569,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-02-2017,06:31 PM,eBird - Stationary Count,22,1,,,1
S34217575,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,8,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-07-2017,04:27 PM,eBird - Stationary Count,38,1,,,1
S34254056,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,9,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-09-2017,05:12 PM,eBird - Stationary Count,27,1,,,1
S34378128,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,6,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1,F Flyover
S34836062,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,26,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-27-2017,05:56 PM,eBird - Stationary Count,35,1,,,1
S34888521,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,18,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,06:18 PM,eBird - Stationary Count,35,1,,,1
S35037821,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-08-2017,05:18 PM,eBird - Stationary Count,9,1,,,1
S35891216,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,11,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-12-2017,03:53 PM,eBird - Stationary Count,10,1,,,1
S36082236,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,8,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,10:41 AM,eBird - Traveling Count,22,1,.3,,1
S36086982,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,6,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S34247374,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,2,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,02-09-2017,09:29 AM,eBird - Traveling Count,9,1,1,,1
S35891261,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,3,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,04-12-2017,04:12 PM,eBird - Traveling Count,6,1,1,,1
S36105971,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,2,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,04-20-2017,09:30 AM,eBird - Stationary Count,7,1,,,1,,,Kippax lake
S34185709,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,2,AU-NSW,,Randwick,-33.91823,151.23006,02-06-2017,10:14 AM,eBird - Traveling Count,5,1,.1,,1
S33939705,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,6,AU-NSW,,Redfern,-33.89221,151.20363,01-26-2017,06:53 PM,eBird - Traveling Count,22,1,2,,2
S34661536,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,6,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-23-2017,08:39 AM,eBird - Casual Observation,,0,,,1
S37801999,Rainbow Lorikeet,Trichoglossus haematodus,11587.776295,2,AU-NSW,,"The James Hilder Reserve, Surry Hills",-33.8806415,151.2125319,06-26-2017,10:26 AM,eBird - Stationary Count,4,1,,,1
S35056293,Rainbow Lorikeet (Rainbow),Trichoglossus haematodus moluccanus,11587.776395,4,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,03-09-2017,02:44 PM,eBird - Traveling Count,13,1,.3,,1
S33979870,Rainbow Lorikeet (Rainbow),Trichoglossus haematodus moluccanus,11587.776395,2,AU-NSW,,Darlinghurst,-33.88032,151.21907,01-28-2017,07:16 PM,eBird - Traveling Count,10,1,1,,2
S35932805,Rainbow Lorikeet (Rainbow),Trichoglossus haematodus moluccanus,11587.776395,30,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2,,Estimate.
S34946590,Rainbow Lorikeet (Rainbow),Trichoglossus haematodus moluccanus,11587.776395,4,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,03-04-2017,05:23 PM,eBird - Traveling Count,20,1,.6,,1,,,Light rain. Marti gras preparations. Only lorikeets dressed appropriately
S34084833,Rainbow Lorikeet (Rainbow),Trichoglossus haematodus moluccanus,11587.776395,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-01-2017,05:13 PM,eBird - Stationary Count,36,1,,,1
S33881418,Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,11587.776445,2,AU-NSW,,Smiths Lake,-32.38354,152.48864,11-05-2016,03:00 PM,eBird - Casual Observation,0,0,,,3
S34554374,Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,11587.776445,2,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-20-2017,05:42 PM,eBird - Traveling Count,40,1,1,,1
S34661536,Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,11587.776445,2,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-23-2017,08:39 AM,eBird - Casual Observation,,0,,,1
S37422466,Blue-crowned Parakeet,Thectocercus acuticaudatus,11592.15,2,PT-11,Lisboa,jardim de Torel ,38.7187367,-9.1413536,06-06-2017,03:53 PM,eBird - Stationary Count,8,1,,,2
S33872420,Noisy Pitta,Pitta versicolor,11747,1,AU-QLD,,Eungella National Park--Rainforest Discovery Track,-21.1477533,148.5017681,06-28-2015,08:30 AM,eBird - Casual Observation,0,0,,,2
S35447772,Black Phoebe,Sayornis nigricans,14621,1,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35589788,Black Phoebe,Sayornis nigricans,14621,3,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-31-2017,12:26 PM,eBird - Traveling Count,65,1,2.5,,4
S35651135,Black Phoebe,Sayornis nigricans,14621,1,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35265932,Say's Phoebe,Sayornis saya,14633,1,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-18-2017,03:54 PM,eBird - Traveling Count,25,1,.4,,1
S33918739,Great Kiskadee,Pitangus sulphuratus,14958,X,VE-P,,Rio Las Marias,9.1752284,-69.7145605,01-15-1999,07:00 AM,eBird - Casual Observation,0,0,,,1
S33918834,Three-wattled Bellbird,Procnias tricarunculatus,15171,X,CR-P,,Monteverde Cloud Forest,10.3038148,-84.7956777,03-27-1996,02:00 PM,eBird - Casual Observation,0,0
S33872948,Albert's Lyrebird,Menura alberti,15480,X,AU-NSW,,Nightcap National Park,-28.55135,153.31146,12-28-2013,11:00 AM,eBird - Casual Observation,0,0,,,3
S33915045,Superb Lyrebird,Menura novaehollandiae,15481,1,AU-NSW,,Blue Mountains National Park--Giant Stairway,-33.7377843,150.3143535,11-15-2013,09:00 AM,eBird - Casual Observation,0,0,,,2,S Singing Male
S33881418,Green Catbird,Ailuroedus crassirostris,15508.5,1,AU-NSW,,Smiths Lake,-32.38354,152.48864,11-05-2016,03:00 PM,eBird - Casual Observation,0,0,,,3
S33872420,Regent Bowerbird,Sericulus chrysocephalus,15527,1,AU-QLD,,Eungella National Park--Rainforest Discovery Track,-21.1477533,148.5017681,06-28-2015,08:30 AM,eBird - Casual Observation,0,0,,,2
S33872839,Satin Bowerbird,Ptilonorhynchus violaceus,15528,2,AU-NSW,,Bamarang Bush Retreat,-34.8895568,150.5182958,06-11-2016,07:30 AM,eBird - Casual Observation,0,0,,,1
S34606207,White-throated Treecreeper,Cormobates leucophaea,15547,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-21-2017,05:44 PM,eBird - Traveling Count,45,0,1.5,,3
S33920258,Brown Treecreeper,Climacteris picumnus,15557,X,AU-QLD,,Cairns Botanical Gardens and Centenary Lakes,-16.8992644,145.7476759,07-30-2014,05:00 PM,eBird - Casual Observation,0,0,,,4
S33920216,Red-winged Fairywren,Malurus elegans,15606,X,AU-WA,,Margaret River--township,-33.9537551,115.0734615,11-24-2016,05:00 PM,eBird - Casual Observation,0,0,,,1
S35079695,Superb Fairywren,Malurus cyaneus,15622,6,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S37766357,Superb Fairywren,Malurus cyaneus,15622,6,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,Superb Fairywren,Malurus cyaneus,15622,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S34158199,Superb Fairywren,Malurus cyaneus,15622,2,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-05-2017,09:32 AM,eBird - Traveling Count,30,1,.8,,1
S36245242,Superb Fairywren,Malurus cyaneus,15622,8,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,04-25-2017,10:27 AM,eBird - Traveling Count,37,1,1.5,,1
S33188646,Superb Fairywren,Malurus cyaneus,15622,1,AU-TAS,,Douglas Apsley National Park--Apsley Waterhole,-41.8627855,148.1861901,12-25-2016,07:55 PM,eBird - Stationary Count,25,1,,,2
S35932805,Superb Fairywren,Malurus cyaneus,15622,22,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S34041186,Superb Fairywren,Malurus cyaneus,15622,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-30-2017,05:58 PM,eBird - Stationary Count,33,1,,,1
S34084833,Superb Fairywren,Malurus cyaneus,15622,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-01-2017,05:13 PM,eBird - Stationary Count,36,1,,,1
S34103569,Superb Fairywren,Malurus cyaneus,15622,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-02-2017,06:31 PM,eBird - Stationary Count,22,1,,,1
S34217575,Superb Fairywren,Malurus cyaneus,15622,8,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-07-2017,04:27 PM,eBird - Stationary Count,38,1,,,1
S34254056,Superb Fairywren,Malurus cyaneus,15622,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-09-2017,05:12 PM,eBird - Stationary Count,27,1,,,1
S34378128,Superb Fairywren,Malurus cyaneus,15622,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1
S34836062,Superb Fairywren,Malurus cyaneus,15622,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-27-2017,05:56 PM,eBird - Stationary Count,35,1,,,1
S34888521,Superb Fairywren,Malurus cyaneus,15622,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,06:18 PM,eBird - Stationary Count,35,1,,,1
S35891216,Superb Fairywren,Malurus cyaneus,15622,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-12-2017,03:53 PM,eBird - Stationary Count,10,1,,,1
S36082236,Superb Fairywren,Malurus cyaneus,15622,6,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,10:41 AM,eBird - Traveling Count,22,1,.3,,1
S33795781,Superb Fairywren,Malurus cyaneus,15622,1,AU-NSW,,Kosciuszko Mountain Retreat,-36.349441,148.5642829,01-18-2017,06:20 PM,eBird - Stationary Count,10,1,,,1
S36612401,Superb Fairywren,Malurus cyaneus,15622,24,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612515,Superb Fairywren,Malurus cyaneus,15622,18,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
S34492755,Superb Fairywren,Malurus cyaneus,15622,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-19-2017,06:22 PM,eBird - Stationary Count,20,1,,,1,,,Lake shore near field station after thunderstorm
S34661536,Superb Fairywren,Malurus cyaneus,15622,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-23-2017,08:39 AM,eBird - Casual Observation,,0,,,1
S36190791,Superb Fairywren,Malurus cyaneus,15622,20,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S33881486,Superb Fairywren,Malurus cyaneus,15622,X,AU-NSW,,"dingo lane, mullumbimby",-28.5876118,153.4871364,12-27-2013,09:00 AM,eBird - Casual Observation,0,0,,,1
S33881486,Red-backed Fairywren,Malurus melanocephalus,15634,4,AU-NSW,,"dingo lane, mullumbimby",-28.5876118,153.4871364,12-27-2013,09:00 AM,eBird - Casual Observation,0,0,,,1
S34596992,Eastern Spinebill,Acanthorhynchus tenuirostris,15644,1,AU-NSW,,AU-New South Wales-Seal Rocks-Horse Point Road - -32.398x152.485,-32.3977925,152.4854876,02-21-2017,09:50 AM,eBird - Casual Observation,,0,,,1
S33881418,Eastern Spinebill,Acanthorhynchus tenuirostris,15644,1,AU-NSW,,Smiths Lake,-32.38354,152.48864,11-05-2016,03:00 PM,eBird - Casual Observation,0,0,,,3
S34554374,Eastern Spinebill,Acanthorhynchus tenuirostris,15644,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-20-2017,05:42 PM,eBird - Traveling Count,40,1,1,,1
S34596992,Lewin's Honeyeater,Meliphaga lewinii,15659,1,AU-NSW,,AU-New South Wales-Seal Rocks-Horse Point Road - -32.398x152.485,-32.3977925,152.4854876,02-21-2017,09:50 AM,eBird - Casual Observation,,0,,,1
S36612401,Lewin's Honeyeater,Meliphaga lewinii,15659,2,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612515,Lewin's Honeyeater,Meliphaga lewinii,15659,1,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
S34492755,Lewin's Honeyeater,Meliphaga lewinii,15659,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-19-2017,06:22 PM,eBird - Stationary Count,20,1,,,1,,,Lake shore near field station after thunderstorm
S34554374,Lewin's Honeyeater,Meliphaga lewinii,15659,2,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-20-2017,05:42 PM,eBird - Traveling Count,40,1,1,,1
S34606207,Lewin's Honeyeater,Meliphaga lewinii,15659,2,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-21-2017,05:44 PM,eBird - Traveling Count,45,0,1.5,,3
S34661536,Lewin's Honeyeater,Meliphaga lewinii,15659,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-23-2017,08:39 AM,eBird - Casual Observation,,0,,,1
S33881486,Lewin's Honeyeater,Meliphaga lewinii,15659,X,AU-NSW,,"dingo lane, mullumbimby",-28.5876118,153.4871364,12-27-2013,09:00 AM,eBird - Casual Observation,0,0,,,1
S36612401,Yellow-faced Honeyeater,Caligavis chrysops,15691,4,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612515,Yellow-faced Honeyeater,Caligavis chrysops,15691,2,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
S36612401,Yellow-tufted Honeyeater,Lichenostomus melanops,15695.2,2,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612361,Bell Miner,Manorina melanophrys,15703,X,AU-NSW,,"AU-Nova Gales do Sul-Upper Growee-4705 Bylong Valley Way - -32,632x150,039",-32.6317285,150.0388754,05-07-2017,02:39 PM,eBird - Casual Observation,,0,,,4
S36081411,Noisy Miner,Manorina melanocephala,15705,4,AU-NSW,,"AU-Nova Gales do Sul-Queens Park-Musgrave Avenue - -33,902x151,242",-33.9015289,151.2423158,04-19-2017,10:16 AM,eBird - Stationary Count,12,1,,,1
S34063580,Noisy Miner,Manorina melanocephala,15705,14,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,01-31-2017,07:52 PM,eBird - Traveling Count,5,1,.5,,1
S34195038,Noisy Miner,Manorina melanocephala,15705,1,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,02-06-2017,05:38 PM,eBird - Traveling Count,3,1,.2,,1
S34236123,Noisy Miner,Manorina melanocephala,15705,4,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,02-08-2017,06:05 PM,eBird - Traveling Count,6,1,.2,,1
S34339252,Noisy Miner,Manorina melanocephala,15705,2,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,02-13-2017,06:35 PM,eBird - Traveling Count,6,1,.2,,1
S34397268,Noisy Miner,Manorina melanocephala,15705,5,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,02-16-2017,05:31 PM,eBird - Traveling Count,8,1,.2,,1
S34778571,Noisy Miner,Manorina melanocephala,15705,3,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,02-25-2017,05:24 PM,eBird - Traveling Count,9,1,.3,,1
S35056293,Noisy Miner,Manorina melanocephala,15705,1,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,03-09-2017,02:44 PM,eBird - Traveling Count,13,1,.3,,1
S35120999,Noisy Miner,Manorina melanocephala,15705,5,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,03-12-2017,03:09 PM,eBird - Traveling Count,3,1,.3,,1
S36134606,Noisy Miner,Manorina melanocephala,15705,2,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,04-21-2017,03:47 PM,eBird - Traveling Count,7,1,.3,,1
S36495393,Noisy Miner,Manorina melanocephala,15705,5,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,05-03-2017,09:53 AM,eBird - Stationary Count,2,1,,,1
S33870380,Noisy Miner,Manorina melanocephala,15705,22,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S33894599,Noisy Miner,Manorina melanocephala,15705,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-24-2017,09:49 AM,eBird - Traveling Count,27,1,.8,,1
S33914429,Noisy Miner,Manorina melanocephala,15705,16,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S34023341,Noisy Miner,Manorina melanocephala,15705,15,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-30-2017,08:38 AM,eBird - Traveling Count,27,1,1,,2
S34078473,Noisy Miner,Manorina melanocephala,15705,20,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S34824059,Noisy Miner,Manorina melanocephala,15705,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-27-2017,08:36 AM,eBird - Traveling Count,29,1,.2,,1
S35079695,Noisy Miner,Manorina melanocephala,15705,15,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S35732236,Noisy Miner,Manorina melanocephala,15705,65,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37077499,Noisy Miner,Manorina melanocephala,15705,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,Noisy Miner,Manorina melanocephala,15705,50,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,Noisy Miner,Manorina melanocephala,15705,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S33996577,Noisy Miner,Manorina melanocephala,15705,1,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,01-29-2017,09:42 AM,eBird - Traveling Count,19,1,.1,,2
S33998420,Noisy Miner,Manorina melanocephala,15705,1,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,01-29-2017,10:48 AM,eBird - Stationary Count,22,1,,,1
S34155628,Noisy Miner,Manorina melanocephala,15705,2,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-05-2017,08:06 AM,eBird - Traveling Count,30,1,.5,,1
S34158199,Noisy Miner,Manorina melanocephala,15705,1,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-05-2017,09:32 AM,eBird - Traveling Count,30,1,.8,,1
S34305260,Noisy Miner,Manorina melanocephala,15705,8,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-12-2017,09:11 AM,eBird - Traveling Count,55,1,1.5,,1
S36245242,Noisy Miner,Manorina melanocephala,15705,6,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,04-25-2017,10:27 AM,eBird - Traveling Count,37,1,1.5,,1
S33815628,Noisy Miner,Manorina melanocephala,15705,1,AU-NSW,,Darlinghurst,-33.88032,151.21907,01-21-2017,04:07 PM,eBird - Traveling Count,25,1,1.5,,1
S34061935,Noisy Miner,Manorina melanocephala,15705,1,AU-NSW,,Darlinghurst,-33.88032,151.21907,01-31-2017,02:49 PM,eBird - Traveling Count,11,1,1,,1
S34217773,Noisy Miner,Manorina melanocephala,15705,1,AU-NSW,,Darlinghurst,-33.88032,151.21907,02-07-2017,05:47 PM,eBird - Traveling Count,5,1,.3,,1
S35932805,Noisy Miner,Manorina melanocephala,15705,5,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S38199496,Noisy Miner,Manorina melanocephala,15705,4,AU-NSW,,Harmony Park,-33.8799673,151.2120988,07-18-2017,04:32 PM,eBird - Stationary Count,35,1,,,2
S34061820,Noisy Miner,Manorina melanocephala,15705,12,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,01-31-2017,02:21 PM,eBird - Traveling Count,27,1,1.5,,1
